6,0,5,0,7
2,0,3,0,15
5,0,4,0,7
3,0,4,0,15
8,0,4,0,6
0,0,4,0,14
6,6,5,6,7
4,0,6,0,26
8,1,6,0,5
99,99,0,0,14
7,1,7,0,3
0,5,1,4,9
8,2,7,1,2
1,1,2,0,12
6,0,4,1,5
2,0,6,5,24
7,0,0,0,17
0,3,1,2,9
0,0,1,1,17
1,2,1,1,9
99,99,7,5,6
99,99,7,4,11
8,5,7,4,1
6,5,7,4,24
8,3,7,4,1
0,1,2,0,13
7,5,2,5,20
1,4,2,5,9
99,99,4,5,3
2,7,3,7,15
5,6,4,6,7
